1	 1:39	 2:5	 3:77516	 4:0	 5:13	 6:2	 7:8	 8:3	 9:0	 10:1	 11:2174	 12:0	 13:40	 14:0
1	 1:32	 2:0	 3:420895	 4:3	 5:9	 6:0	 7:10	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:37	 2:0	 3:166744	 4:3	 5:9	 6:1	 7:2	 8:5	 9:0	 10:0	 11:0	 12:0	 13:12	 14:0
1	 1:26	 2:0	 3:238768	 4:3	 5:9	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:60	 14:0
0	 1:43	 2:0	 3:176270	 4:0	 5:13	 6:0	 7:4	 8:2	 9:0	 10:1	 11:99999	 12:0	 13:60	 14:0
1	 1:50	 2:0	 3:140592	 4:3	 5:9	 6:0	 7:7	 8:0	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:20	 2:1	 3:211466	 4:3	 5:9	 6:2	 7:10	 8:1	 9:0	 10:1	 11:0	 12:0	 13:80	 14:0
0	 1:37	 2:0	 3:188540	 4:3	 5:9	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:1902	 13:45	 14:0
1	 1:43	 2:0	 3:39581	 4:3	 5:9	 6:2	 7:2	 8:3	 9:4	 10:0	 11:0	 12:0	 13:45	 14:0
0	 1:37	 2:0	 3:171150	 4:3	 5:9	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:1887	 13:50	 14:0
1	 1:53	 2:0	 3:117496	 4:7	 5:5	 6:1	 7:2	 8:3	 9:0	 10:0	 11:0	 12:0	 13:36	 14:4
0	 1:44	 2:0	 3:145160	 4:13	 5:16	 6:0	 7:5	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:25	 2:0	 3:28520	 4:3	 5:9	 6:2	 7:2	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:17	 2:0	 3:103851	 4:2	 5:7	 6:2	 7:8	 8:1	 9:0	 10:0	 11:1055	 12:0	 13:20	 14:0
1	 1:19	 2:0	 3:375077	 4:3	 5:9	 6:2	 7:3	 8:1	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
0	 1:53	 2:5	 3:281590	 4:3	 5:9	 6:0	 7:4	 8:0	 9:0	 10:0	 11:15024	 12:0	 13:40	 14:0
1	 1:44	 2:0	 3:151504	 4:1	 5:10	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
0	 1:51	 2:0	 3:415287	 4:3	 5:9	 6:0	 7:7	 8:2	 9:4	 10:1	 11:0	 12:1902	 13:40	 14:0
1	 1:49	 2:0	 3:32212	 4:3	 5:9	 6:0	 7:4	 8:0	 9:0	 10:0	 11:0	 12:0	 13:43	 14:0
1	 1:35	 2:0	 3:123606	 4:1	 5:10	 6:0	 7:6	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:44	 2:0	 3:202565	 4:3	 5:9	 6:1	 7:1	 8:3	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:54	 2:0	 3:177927	 4:10	 5:14	 6:0	 7:5	 8:2	 9:0	 10:1	 11:0	 12:0	 13:60	 14:0
1	 1:37	 2:0	 3:256723	 4:1	 5:10	 6:1	 7:8	 8:5	 9:4	 10:0	 11:0	 12:0	 13:35	 14:0
1	 1:18	 2:0	 3:46247	 4:1	 5:10	 6:2	 7:2	 8:1	 9:0	 10:0	 11:0	 12:0	 13:15	 14:0
1	 1:24	 2:0	 3:266926	 4:1	 5:10	 6:0	 7:6	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:29	 2:0	 3:112031	 4:3	 5:9	 6:1	 7:1	 8:3	 9:0	 10:0	 11:0	 12:0	 13:50	 14:0
1	 1:22	 2:999999	 3:376277	 4:1	 5:10	 6:1	 7:999999	 8:3	 9:0	 10:0	 11:0	 12:0	 13:35	 14:0
1	 1:35	 2:0	 3:168817	 4:3	 5:9	 6:2	 7:7	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
0	 1:56	 2:0	 3:187487	 4:3	 5:9	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:48	 14:0
1	 1:32	 2:999999	 3:158784	 4:8	 5:4	 6:4	 7:999999	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:24	 2:0	 3:67222	 4:0	 5:13	 6:2	 7:7	 8:3	 9:1	 10:1	 11:0	 12:0	 13:45	 14:10
0	 1:43	 2:0	 3:201723	 4:10	 5:14	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:1902	 13:40	 14:0
1	 1:73	 2:0	 3:267408	 4:3	 5:9	 6:4	 7:3	 8:4	 9:0	 10:0	 11:0	 12:0	 13:15	 14:0
1	 1:47	 2:3	 3:168191	 4:1	 5:10	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:999999
1	 1:49	 2:0	 3:105444	 4:9	 5:8	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:39	 14:0
0	 1:38	 2:0	 3:156728	 4:0	 5:13	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:31	 2:0	 3:148600	 4:3	 5:9	 6:0	 7:7	 8:2	 9:4	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:39	 2:0	 3:19914	 4:1	 5:10	 6:1	 7:8	 8:5	 9:2	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:42	 2:0	 3:190767	 4:0	 5:13	 6:1	 7:8	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
0	 1:41	 2:0	 3:233955	 4:10	 5:14	 6:0	 7:5	 8:2	 9:1	 10:1	 11:0	 12:0	 13:45	 14:10
0	 1:35	 2:0	 3:30381	 4:0	 5:13	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:38	 2:0	 3:187069	 4:3	 5:9	 6:0	 7:10	 8:2	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:31	 2:0	 3:367314	 4:3	 5:9	 6:1	 7:8	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:51	 2:4	 3:101119	 4:3	 5:9	 6:0	 7:12	 8:2	 9:0	 10:1	 11:0	 12:0	 13:70	 14:0
0	 1:38	 2:0	 3:86551	 4:0	 5:13	 6:1	 7:3	 8:3	 9:0	 10:1	 11:0	 12:0	 13:48	 14:0
0	 1:40	 2:4	 3:218995	 4:1	 5:10	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:0	 13:42	 14:0
1	 1:21	 2:0	 3:57711	 4:3	 5:9	 6:2	 7:2	 8:3	 9:0	 10:0	 11:0	 12:0	 13:30	 14:0
1	 1:44	 2:0	 3:303521	 4:1	 5:10	 6:1	 7:1	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
0	 1:55	 2:0	 3:199067	 4:3	 5:9	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:29	 2:0	 3:247445	 4:3	 5:9	 6:1	 7:3	 8:3	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
0	 1:49	 2:0	 3:186078	 4:10	 5:14	 6:0	 7:5	 8:0	 9:0	 10:0	 11:0	 12:0	 13:50	 14:0
1	 1:31	 2:0	 3:77634	 4:6	 5:11	 6:0	 7:2	 8:2	 9:0	 10:1	 11:0	 12:0	 13:42	 14:0
1	 1:24	 2:0	 3:180060	 4:10	 5:14	 6:2	 7:4	 8:1	 9:0	 10:1	 11:6849	 12:0	 13:90	 14:0
1	 1:46	 2:0	 3:56482	 4:1	 5:10	 6:2	 7:4	 8:3	 9:4	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:26	 2:0	 3:314177	 4:3	 5:9	 6:2	 7:3	 8:3	 9:4	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:35	 2:0	 3:239755	 4:0	 5:13	 6:2	 7:2	 8:3	 9:0	 10:1	 11:0	 12:0	 13:38	 14:0
1	 1:27	 2:0	 3:377680	 4:6	 5:11	 6:2	 7:3	 8:3	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
0	 1:64	 2:1	 3:134960	 4:0	 5:13	 6:0	 7:4	 8:2	 9:0	 10:1	 11:15024	 12:0	 13:35	 14:0
1	 1:26	 2:0	 3:294493	 4:0	 5:13	 6:2	 7:1	 8:4	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:21	 2:0	 3:32616	 4:3	 5:9	 6:2	 7:2	 8:3	 9:0	 10:0	 11:0	 12:1719	 13:16	 14:0
0	 1:45	 2:0	 3:182655	 4:0	 5:13	 6:1	 7:2	 8:3	 9:0	 10:1	 11:0	 12:0	 13:45	 14:999999
1	 1:57	 2:4	 3:52267	 4:3	 5:9	 6:0	 7:10	 8:2	 9:0	 10:1	 11:0	 12:0	 13:72	 14:0
0	 1:30	 2:0	 3:117963	 4:0	 5:13	 6:0	 7:8	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:45	 2:0	 3:98881	 4:2	 5:7	 6:0	 7:2	 8:0	 9:0	 10:0	 11:0	 12:0	 13:32	 14:0
1	 1:50	 2:0	 3:196963	 4:8	 5:4	 6:1	 7:1	 8:3	 9:0	 10:0	 11:0	 12:0	 13:30	 14:0
1	 1:38	 2:0	 3:166988	 4:0	 5:13	 6:2	 7:8	 8:1	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:43	 2:1	 3:193459	 4:1	 5:10	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:60	 14:0
1	 1:42	 2:0	 3:182342	 4:1	 5:10	 6:4	 7:4	 8:3	 9:0	 10:0	 11:0	 12:0	 13:55	 14:0
1	 1:32	 2:0	 3:496743	 4:0	 5:13	 6:2	 7:5	 8:1	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:20	 2:0	 3:154781	 4:3	 5:9	 6:2	 7:8	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:27	 2:0	 3:219371	 4:3	 5:9	 6:2	 7:2	 8:3	 9:0	 10:0	 11:0	 12:0	 13:35	 14:0
1	 1:45	 2:0	 3:99179	 4:2	 5:7	 6:4	 7:8	 8:5	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:40	 2:0	 3:224910	 4:3	 5:9	 6:2	 7:7	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:38	 2:0	 3:304651	 4:3	 5:9	 6:1	 7:10	 8:3	 9:0	 10:1	 11:0	 12:0	 13:60	 14:0
1	 1:37	 2:0	 3:349689	 4:3	 5:9	 6:1	 7:8	 8:5	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:60	 2:0	 3:106850	 4:12	 5:6	 6:1	 7:7	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
0	 1:53	 2:1	 3:196328	 4:3	 5:9	 6:0	 7:4	 8:2	 9:4	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:25	 2:0	 3:169323	 4:0	 5:13	 6:0	 7:4	 8:1	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:47	 2:1	 3:162924	 4:0	 5:13	 6:1	 7:4	 8:3	 9:1	 10:1	 11:0	 12:0	 13:60	 14:7
1	 1:40	 2:1	 3:34037	 4:3	 5:9	 6:2	 7:9	 8:3	 9:0	 10:1	 11:0	 12:0	 13:70	 14:0
1	 1:51	 2:999999	 3:167651	 4:3	 5:9	 6:0	 7:999999	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:19	 2:0	 3:197384	 4:1	 5:10	 6:2	 7:2	 8:1	 9:0	 10:0	 11:0	 12:0	 13:10	 14:0
0	 1:42	 2:0	 3:251795	 4:1	 5:10	 6:0	 7:5	 8:0	 9:0	 10:0	 11:0	 12:0	 13:50	 14:0
1	 1:65	 2:999999	 3:266081	 4:3	 5:9	 6:0	 7:999999	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:41	 2:0	 3:165309	 4:0	 5:13	 6:1	 7:8	 8:5	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:28	 2:0	 3:215873	 4:12	 5:6	 6:2	 7:7	 8:1	 9:4	 10:1	 11:0	 12:0	 13:45	 14:0
0	 1:46	 2:0	 3:133938	 4:10	 5:14	 6:1	 7:4	 8:3	 9:0	 10:0	 11:27828	 12:0	 13:50	 14:0
0	 1:49	 2:0	 3:159816	 4:0	 5:13	 6:0	 7:5	 8:0	 9:0	 10:0	 11:99999	 12:0	 13:20	 14:0
1	 1:24	 2:0	 3:228424	 4:3	 5:9	 6:2	 7:6	 8:4	 9:4	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:32	 2:0	 3:195576	 4:2	 5:7	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:71	 2:0	 3:105200	 4:3	 5:9	 6:0	 7:12	 8:2	 9:0	 10:1	 11:6767	 12:0	 13:20	 14:0
0	 1:26	 2:0	 3:167350	 4:1	 5:10	 6:0	 7:0	 8:2	 9:0	 10:1	 11:3103	 12:0	 13:40	 14:0
1	 1:29	 2:0	 3:52199	 4:3	 5:9	 6:5	 7:12	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
0	 1:50	 2:0	 3:171338	 4:1	 5:10	 6:0	 7:4	 8:2	 9:0	 10:1	 11:99999	 12:0	 13:50	 14:0
0	 1:51	 2:0	 3:120173	 4:6	 5:11	 6:0	 7:1	 8:2	 9:0	 10:1	 11:3103	 12:0	 13:50	 14:0
1	 1:17	 2:999999	 3:158762	 4:12	 5:6	 6:2	 7:999999	 8:1	 9:0	 10:0	 11:0	 12:0	 13:20	 14:0
0	 1:49	 2:0	 3:169818	 4:3	 5:9	 6:0	 7:2	 8:0	 9:4	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:31	 2:0	 3:288419	 4:12	 5:6	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:23	 2:0	 3:207546	 4:2	 5:7	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:59	 2:4	 3:147707	 4:3	 5:9	 6:4	 7:9	 8:5	 9:0	 10:1	 11:0	 12:2339	 13:40	 14:0
1	 1:17	 2:999999	 3:228373	 4:12	 5:6	 6:2	 7:999999	 8:1	 9:0	 10:1	 11:0	 12:0	 13:30	 14:0
0	 1:43	 2:0	 3:193882	 4:1	 5:10	 6:0	 7:3	 8:2	 9:0	 10:1	 11:7688	 12:0	 13:40	 14:0
0	 1:38	 2:0	 3:31033	 4:0	 5:13	 6:0	 7:3	 8:2	 9:0	 10:1	 11:7298	 12:0	 13:40	 14:0
1	 1:37	 2:0	 3:272950	 4:3	 5:9	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:29	 2:0	 3:183523	 4:12	 5:6	 6:2	 7:2	 8:1	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
0	 1:39	 2:0	 3:238415	 4:0	 5:13	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
1	 1:31	 2:0	 3:19302	 4:5	 5:12	 6:2	 7:8	 8:3	 9:0	 10:1	 11:2202	 12:0	 13:38	 14:0
0	 1:42	 2:4	 3:339671	 4:0	 5:13	 6:5	 7:5	 8:3	 9:0	 10:0	 11:8614	 12:0	 13:45	 14:0
0	 1:35	 2:4	 3:103260	 4:10	 5:14	 6:0	 7:5	 8:0	 9:0	 10:0	 11:0	 12:0	 13:35	 14:0
0	 1:39	 2:0	 3:79331	 4:10	 5:14	 6:0	 7:4	 8:2	 9:1	 10:1	 11:15024	 12:0	 13:40	 14:0
1	 1:40	 2:0	 3:135056	 4:5	 5:12	 6:1	 7:8	 8:5	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:66	 2:0	 3:142723	 4:14	 5:3	 6:5	 7:6	 8:5	 9:0	 10:0	 11:0	 12:0	 13:40	 14:3
1	 1:30	 2:3	 3:188569	 4:7	 5:5	 6:0	 7:0	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:43	 2:0	 3:57322	 4:5	 5:12	 6:1	 7:1	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:47	 2:0	 3:178309	 4:7	 5:5	 6:2	 7:2	 8:5	 9:0	 10:0	 11:0	 12:0	 13:50	 14:0
1	 1:45	 2:0	 3:166107	 4:10	 5:14	 6:2	 7:8	 8:3	 9:1	 10:0	 11:0	 12:0	 13:40	 14:14
1	 1:31	 2:0	 3:53042	 4:1	 5:10	 6:0	 7:7	 8:2	 9:4	 10:1	 11:0	 12:0	 13:40	 14:36
0	 1:33	 2:0	 3:155343	 4:3	 5:9	 6:0	 7:3	 8:2	 9:0	 10:1	 11:3103	 12:0	 13:40	 14:0
1	 1:32	 2:0	 3:35595	 4:0	 5:13	 6:2	 7:8	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:28	 2:0	 3:429507	 4:5	 5:12	 6:0	 7:6	 8:2	 9:4	 10:1	 11:0	 12:0	 13:40	 14:0
0	 1:50	 2:3	 3:159670	 4:3	 5:9	 6:0	 7:8	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:63	 2:0	 3:151210	 4:8	 5:4	 6:1	 7:3	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:28	 2:0	 3:186792	 4:0	 5:13	 6:0	 7:8	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:38	 2:0	 3:204640	 4:1	 5:10	 6:4	 7:8	 8:5	 9:4	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:52	 2:0	 3:87205	 4:3	 5:9	 6:1	 7:2	 8:3	 9:0	 10:0	 11:0	 12:0	 13:38	 14:0
0	 1:38	 2:2	 3:112847	 4:4	 5:15	 6:0	 7:5	 8:2	 9:1	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:41	 2:0	 3:107306	 4:3	 5:9	 6:2	 7:4	 8:3	 9:0	 10:1	 11:2174	 12:0	 13:40	 14:0
1	 1:50	 2:5	 3:211319	 4:10	 5:14	 6:2	 7:5	 8:3	 9:0	 10:1	 11:0	 12:0	 13:38	 14:0
1	 1:59	 2:0	 3:183606	 4:2	 5:7	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:32	 2:0	 3:205390	 4:3	 5:9	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:49	 14:0
1	 1:73	 2:4	 3:232871	 4:8	 5:4	 6:0	 7:12	 8:2	 9:0	 10:1	 11:2228	 12:0	 13:10	 14:0
1	 1:52	 2:2	 3:101017	 4:3	 5:9	 6:1	 7:4	 8:5	 9:0	 10:1	 11:0	 12:0	 13:38	 14:0
1	 1:57	 2:0	 3:114495	 4:3	 5:9	 6:0	 7:4	 8:2	 9:0	 10:1	 11:0	 12:0	 13:60	 14:0
0	 1:35	 2:0	 3:183898	 4:6	 5:11	 6:0	 7:4	 8:2	 9:0	 10:1	 11:7298	 12:0	 13:50	 14:0
0	 1:51	 2:0	 3:163921	 4:0	 5:13	 6:0	 7:10	 8:2	 9:0	 10:1	 11:0	 12:0	 13:56	 14:0
1	 1:22	 2:0	 3:311764	 4:2	 5:7	 6:4	 7:3	 8:1	 9:4	 10:0	 11:0	 12:0	 13:35	 14:0
0	 1:49	 2:0	 3:188330	 4:3	 5:9	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:22	 2:0	 3:267174	 4:3	 5:9	 6:2	 7:6	 8:1	 9:4	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:46	 2:4	 3:36228	 4:3	 5:9	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:1902	 13:40	 14:0
1	 1:48	 2:0	 3:199739	 4:3	 5:9	 6:1	 7:1	 8:5	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:52	 2:0	 3:185407	 4:3	 5:9	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:999999
0	 1:43	 2:5	 3:206139	 4:0	 5:13	 6:0	 7:8	 8:2	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
1	 1:25	 2:0	 3:282063	 4:8	 5:4	 6:0	 7:6	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:19
1	 1:31	 2:0	 3:332379	 4:8	 5:4	 6:2	 7:1	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:19	 2:0	 3:418324	 4:1	 5:10	 6:2	 7:3	 8:1	 9:0	 10:1	 11:0	 12:0	 13:36	 14:0
1	 1:19	 2:999999	 3:263338	 4:1	 5:10	 6:2	 7:999999	 8:1	 9:0	 10:1	 11:0	 12:0	 13:45	 14:0
0	 1:51	 2:0	 3:158948	 4:3	 5:9	 6:0	 7:10	 8:2	 9:0	 10:1	 11:0	 12:0	 13:84	 14:0
0	 1:51	 2:0	 3:221532	 4:0	 5:13	 6:1	 7:4	 8:5	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
0	 1:22	 2:1	 3:202920	 4:3	 5:9	 6:2	 7:5	 8:5	 9:0	 10:0	 11:99999	 12:0	 13:40	 14:23
1	 1:37	 2:4	 3:118909	 4:3	 5:9	 6:1	 7:8	 8:5	 9:4	 10:0	 11:0	 12:0	 13:35	 14:0
1	 1:19	 2:0	 3:286469	 4:1	 5:10	 6:2	 7:3	 8:1	 9:0	 10:0	 11:0	 12:0	 13:30	 14:0
1	 1:45	 2:0	 3:191914	 4:3	 5:9	 6:1	 7:10	 8:5	 9:0	 10:0	 11:0	 12:0	 13:55	 14:0
1	 1:21	 2:5	 3:142766	 4:1	 5:10	 6:2	 7:2	 8:1	 9:0	 10:1	 11:0	 12:0	 13:10	 14:0
1	 1:52	 2:0	 3:198744	 4:3	 5:9	 6:4	 7:3	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:46	 2:4	 3:272780	 4:1	 5:10	 6:0	 7:5	 8:2	 9:0	 10:1	 11:0	 12:0	 13:24	 14:0
1	 1:42	 2:5	 3:219553	 4:10	 5:14	 6:1	 7:5	 8:3	 9:0	 10:0	 11:0	 12:0	 13:38	 14:0
1	 1:56	 2:0	 3:261232	 4:3	 5:9	 6:2	 7:1	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:23	 2:0	 3:64292	 4:3	 5:9	 6:2	 7:8	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:58	 2:0	 3:312131	 4:10	 5:14	 6:0	 7:3	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:70	 2:0	 3:30713	 4:3	 5:9	 6:0	 7:9	 8:2	 9:0	 10:1	 11:0	 12:0	 13:30	 14:0
1	 1:30	 2:0	 3:246439	 4:1	 5:10	 6:1	 7:8	 8:5	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:45	 2:0	 3:338105	 4:0	 5:13	 6:0	 7:8	 8:2	 9:1	 10:1	 11:0	 12:0	 13:40	 14:14
1	 1:23	 2:0	 3:228243	 4:1	 5:10	 6:2	 7:1	 8:3	 9:0	 10:1	 11:0	 12:0	 13:44	 14:0
1	 1:34	 2:4	 3:62463	 4:1	 5:10	 6:0	 7:10	 8:2	 9:0	 10:1	 11:0	 12:1579	 13:40	 14:0
1	 1:38	 2:0	 3:31603	 4:0	 5:13	 6:0	 7:1	 8:0	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:24	 2:0	 3:165054	 4:6	 5:11	 6:0	 7:1	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:53	 2:0	 3:121618	 4:8	 5:4	 6:2	 7:10	 8:3	 9:2	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:45	 2:3	 3:273194	 4:3	 5:9	 6:2	 7:10	 8:3	 9:4	 10:1	 11:3325	 12:0	 13:40	 14:0
1	 1:21	 2:999999	 3:163665	 4:1	 5:10	 6:2	 7:999999	 8:1	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:21	 2:0	 3:538319	 4:1	 5:10	 6:2	 7:2	 8:1	 9:0	 10:0	 11:0	 12:0	 13:40	 14:3
1	 1:34	 2:0	 3:238246	 4:0	 5:13	 6:2	 7:5	 8:3	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
0	 1:32	 2:2	 3:244665	 4:3	 5:9	 6:0	 7:1	 8:2	 9:0	 10:1	 11:5178	 12:0	 13:45	 14:0
1	 1:21	 2:0	 3:131811	 4:3	 5:9	 6:0	 7:6	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:63	 2:999999	 3:231777	 4:10	 5:14	 6:0	 7:999999	 8:2	 9:0	 10:1	 11:0	 12:0	 13:30	 14:0
1	 1:23	 2:0	 3:156807	 4:7	 5:5	 6:2	 7:6	 8:1	 9:4	 10:1	 11:0	 12:0	 13:36	 14:0
1	 1:28	 2:0	 3:236861	 4:0	 5:13	 6:1	 7:1	 8:5	 9:0	 10:1	 11:0	 12:0	 13:50	 14:0
1	 1:29	 2:1	 3:229842	 4:3	 5:9	 6:2	 7:10	 8:5	 9:4	 10:1	 11:0	 12:0	 13:45	 14:0
1	 1:25	 2:4	 3:190057	 4:0	 5:13	 6:2	 7:5	 8:1	 9:0	 10:0	 11:0	 12:0	 13:40	 14:0
1	 1:44	 2:5	 3:55076	 4:10	 5:14	 6:2	 7:5	 8:3	 9:0	 10:0	 11:0	 12:0	 13:60	 14:0
1	 1:18	 2:0	 3:152545	 4:3	 5:9	 6:2	 7:2	 8:1	 9:0	 10:0	 11:0	 12:0	 13:8	 14:0
1	 1:26	 2:0	 3:153434	 4:3	 5:9	 6:2	 7:2	 8:1	 9:0	 10:1	 11:0	 12:0	 13:24	 14:0
0	 1:47	 2:4	 3:171095	 4:5	 5:12	 6:0	 7:8	 8:0	 9:0	 10:0	 11:0	 12:0	 13:35	 14:0
1	 1:23	 2:0	 3:239322	 4:3	 5:9	 6:1	 7:3	 8:3	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
1	 1:46	 2:0	 3:138999	 4:1	 5:10	 6:0	 7:7	 8:2	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
0	 1:61	 2:4	 3:95450	 4:0	 5:13	 6:0	 7:4	 8:2	 9:0	 10:1	 11:5178	 12:0	 13:50	 14:0
1	 1:25	 2:0	 3:176520	 4:3	 5:9	 6:2	 7:1	 8:4	 9:0	 10:1	 11:0	 12:0	 13:40	 14:0
0	 1:38	 2:4	 3:72338	 4:3	 5:9	 6:0	 7:12	 8:2	 9:1	 10:1	 11:0	 12:0	 13:54	 14:0
1	 1:60	 2:999999	 3:386261	 4:0	 5:13	 6:5	 7:999999	 8:5	 9:4	 10:0	 11:0	 12:0	 13:15	 14:0
1	 1:23	 2:0	 3:235722	 4:1	 5:10	 6:2	 7:2	 8:3	 9:0	 10:1	 11:0	 12:0	 13:20	 14:0
1	 1:36	 2:3	 3:128884	 4:3	 5:9	 6:1	 7:8	 8:3	 9:0	 10:0	 11:0	 12:0	 13:48	 14:0
1	 1:46	 2:0	 3:187226	 4:7	 5:5	 6:1	 7:2	 8:3	 9:0	 10:1	 11:0	 12:0	 13:25	 14:0
